Security Code,Issuer Name,Security Id,ISIN No,Industry
503092,"Pasupati Spg. & Wvg. Mills Ltd.,",PASUSPG,INE909B01020,Other Textile Products
503100,"The Phoenix Mills Ltd.,",PHOENIXLTD,INE211B01039,Residential- Commercial Projects
503101,Marathon Nextgen Realty Ltd,MARATHON,INE182D01020,Residential- Commercial Projects
503127,Raja Bahadur International Ltd,RAJABAH,INE491N01016,Residential- Commercial Projects
503162,"Reliance Chemotex Industries Ltd.,",RELCHEMQ,INE750D01016,Other Textile Products
503169,"Ruby Mills Ltd.,",RUBYMILLS,INE301D01026,Other Textile Products
503229,Simplex Realty Limited,SIMPLXREA,INE167H01014,Residential- Commercial Projects
503310,Swan Energy Ltd.,SWANENERGY,INE665A01038,Other Textile Products
503349,"Victoria Mills Ltd.,",VICTMILL,INE203D01016,Residential- Commercial Projects
503622,"S.V. Trading & Agencies Ltd.,",ZSVTRADI,INE404N01019,Other Financial Services
503624,"Svaraj Trading & Agencies Ltd.,",ZSVARAJT,INE406N01014,Other Financial Services
503635,"Shree Salasar Investment Ltd.,",SALSAIN,INE315N01017,Other Financial Services
503639,Indsoya Limited,INDSOYA,INE314N01028,Diversified Commercial Services
503641,Zodiac Ventures Limited,ZODIACVEN,INE945J01027,Consulting Services
503657,Veer Energy & Infrastructure Limited,VEERENRGY,INE255E01030,Power Generation
503659,SW Investments Limited,SW1,INE948K01011,Diversified Commercial Services
503663,Tilak Ventures Limited,TILAK,INE026L01022,Investment Company
503669,K K Fincorp Limited,KKFIN,INE509J01013,Diversified Commercial Services
503671,"Unijolly Investments Co. Ltd.,",UNIJOLL,INE130N01010,Other Financial Services
503675,Wagend Infra Venture Limited,WAGEND,INE786K01023,Diversified Commercial Services
503681,"Elcid Investments Ltd.,",ELCIDIN,INE927X01018,Diversified Commercial Services
503685,Mediaone Global Entertainment Limited,MEDIAONE,INE828I01019,Film Production- Distribution & Exhibition
503689,"Healthy Investments Ltd.,",HEALINV,INE160N01017,Diversified Commercial Services
503696,"Shreenath Investments Co. Ltd.,",SHRENTI,INE475V01012,Diversified Commercial Services
503722,"Banswara Syntex Ltd.,",BANSWRAS,INE629D01020,Other Textile Products
503772,"Modella Woollens Ltd.,",MODWOOL,INE380D01012,Trading & Distributors
503776,"Modipon Ltd.,",MODIPON,INE170C01019,Residential- Commercial Projects
503804,"Shri Dinesh Mills Ltd.,",SHRIDINE,INE204C01024,Other Textile Products
503806,"SRF Ltd.,",SRF,INE647A01010,Specialty Chemicals
503811,"Siyaram Silk Mills Ltd.,",SIYSIL,INE076B01028,Other Textile Products
503816,"Swadeshi Polytex Ltd.,",SWADPOL,INE243N01029,Other Textile Products
503863,"Shree Manufacturing Co. Ltd.,",SHRMFGC,INE632A01012,Other Textile Products
503893,Satyam Silk Mills Ltd,ZSATYASL,INE07MC01015,Other Financial Services
503960,"Bharat Bijlee Ltd.,",BBL,INE464A01028,Other Electrical Equipment
504000,"Elpro International Ltd.,",ELPROINTL,INE579B01039,Residential- Commercial Projects
504028,GEE Ltd.,GEE,INE064H01021,Other Electrical Equipment
504036,"Hind Rectifiers Ltd.,",HIRECT,INE835D01023,Industrial Products
504058,Indo National Limited,NIPPOBATRY,INE567A01028,Household Products
504067,Zensar Technologies Ltd.,ZENSARTECH,INE520A01027,Computers - Software & Consulting
504076,"Jyoti Ltd.,",JYOTI,INE511D01012,Heavy Electrical Equipment
504080,"JSL Industries Ltd.,",JSLINDL,INE581L01018,Other Electrical Equipment
504084,"Kaycee Industries Ltd.,",KAYCEEI,INE813G01015,Other Electrical Equipment
504092,Indokem Ltd,INDOKEM,INE716F01012,Specialty Chemicals
504093,Panasonic Energy India Co. Ltd.,PANAENERG,INE795A01017,Household Products
504112,Nelco Ltd,NELCO,INE045B01015,Computers Hardware & Equipments
504132,Permanent Magnets Ltd.,PERMAGN,INE418E01018,Other Electrical Equipment
504176,"High Energy Batteries (India) Ltd.,",HIGHENE,INE783E01023,Household Products
504180,"Standard Batteries Ltd.,",STDBAT,INE502C01039,Non Banking Financial Company (NBFC)
504212,"Universal Cables Ltd.,",UNIVCABLES,INE279A01012,Cables - Electricals
504240,"Delton Cables Ltd.,",DLTNCBL,INE872E01016,Other Electrical Equipment
504258,Lakshmi Electrical Control Systems,LAKSELEC,INE284C01018,Other Electrical Equipment
504273,MODULEX CONSTRUCTION TECHNOLOGIES LIMITED,MODULEX,INE064R01012,Civil Construction
504286,DELTA MANUFACTURING LIMITED ,DELTAMAGNT,INE393A01011,Other Industrial Products
504340,Confidence Finance And Trading Limited,CONFINT,INE180M01033,Other Financial Services
504341,RAVINDRA ENERGY LIMITED,RELTD,INE206N01018,Power Generation
504346,"G.D. Trading & Agencies Ltd.,",GDTRAGN,INE713N01013,Other Financial Services
504356,Multipurpose Trading & Agencies Ltd,ZMULTIPU,INE017P01014,Diversified Commercial Services
504365,Ridhi Synthetics Ltd.,RIDHISYN,INE07LK01010,Other Financial Services
504375,Softbpo Global Services Ltd.,SOFTBPO,INE459E01012,Computers - Software & Consulting
504378,Nyssa Corporation Limited,NYSSACORP,INE812K01027,Trading & Distributors
504380,FLOMIC GLOBAL LOGISTICS LIMITED,FLOMIC,INE952M01019,Logistics Solution Provider
504392,Krishna Ventures Limited,KRISHNA,INE537L01010,Residential- Commercial Projects
504397,"Ganesh Holding Ltd.,",GANHOLD,INE932M01011,Diversified Commercial Services
504605,"Uni-Abex Alloy Products Ltd.,",UNIABEXAL,INE361D01012,Iron & Steel Products
504614,Sarda Energy & Minerals Ltd,SARDAEN,INE385C01013,Iron & Steel
504646,Bhagwati Autocast Limited,BGWTATO,INE106G01014,Castings & Forgings
504648,"Bombay Wire Ropes Ltd.,",BOMBWIR,INE089T01023,Iron & Steel Products
504697,Galada Power & Communication Ltd.,GALADA,INE255C01018,Other Electrical Equipment
504731,"Indian Bright Steel Co. Ltd.,",IBRIGST,INE566M01017,Iron & Steel Products
504741,"Indian Hume Pipe Co. Ltd.,",INDIANHUME,INE323C01030,Industrial Products
504786,Investment & Precision Castings Ltd,INVPRECQ,INE155E01016,Castings & Forgings
504810,Informed Technologies India Ltd.,INFORTEC,INE123E01014,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)
504840,"Kaira Can Co. Ltd.,",KAIRA,INE375D01012,Packaging
504879,Orient Abrasives Ltd.,ORIENTABRA,INE569C01020,Electrodes & Refractories
504882,National Standard (India) Limited,NATIONSTD,INE166R01015,Residential- Commercial Projects
504908,Duncan Engineering Limited,DUNCANENG,INE340F01011,Auto Components & Equipments
504918,"Sandur Manganese & Iron Ores Ltd.,",SANDUMA,INE149K01016,Industrial Minerals
504959,Stovec Industries Ltd.,STOVACQ,INE755D01015,Industrial Products
504961,Tayo Rolls Ltd.,TATAYODOGA,INE895C01011,Iron & Steel Products
504966,"Tinplate Company of India Ltd.,",TINPLATE,INE422C01014,Packaging
504973,CHOLAMANDALAM FINANCIAL HOLDINGS LIMITED,CHOLAHLDNG,INE149A01033,Investment Company
504988,"Welcast Steels Ltd.,",ZWELCAST,INE380G01015,Other Industrial Products
504998,"Western Ministil Ltd.,",WMINIMT,INE187U01015,Iron & Steel Products
505010,"Automotive Axles Ltd.,",AUTOAXLES,INE449A01011,Auto Components & Equipments
505036,"Automobile Corpn. of Goa Ltd.,",ACGL,INE451C01013,Auto Components & Equipments
505075,Setco Automotive Limited,SETCO,INE878E01021,Auto Components & Equipments
505100,"India Radiators Ltd.,",INRADIA,INE461Y01016,Auto Components & Equipments
505141,"Scooters India Ltd.,",SCOOTER,INE959E01011,2/3 Wheelers
505160,"Talbros Automotive Components Ltd.,",TALBROAUTO,INE187D01011,Auto Components & Equipments
505163,Z.F. Steering Gear (India) Limited,ZFSTEERING,INE116C01012,Auto Components & Equipments
505192,SML ISUZU LIMITED,SMLISUZU,INE294B01019,Commercial Vehicles
505196,"TIL Ltd.,",TIL,INE806C01018,Construction Vehicles
505200,Eicher Motors Ltd.,EICHERMOT,INE066A01021,2/3 Wheelers
505212,JAINEX AAMCOL LTD.,JAINEX,INE280F01019,Auto Components & Equipments
505216,"Alfred Herbert (India) Ltd.,",ALFREDHE,INE782D01027,Non Banking Financial Company (NBFC)
505232,Veljan Denison Limited,VELJAN,INE232E01013,Auto Components & Equipments
505242,"Dynamatic Technologies Ltd.,",DYNAMATECH,INE221B01012,Industrial Products
505250,"G.G. Dandekar Machine Works Ltd.,",GGDANDE,INE631D01026,Industrial Products
505255,GMM Pfaudler Ltd.,GMM,INE541A01023,Industrial Products
505283,Kirloskar Pneumatic Co.Ltd.,KIRLPNU,INE811A01020,Compressors- Pumps & Diesel Engines
505285,Tulive Developers Limited,TULIVE,INE637D01015,Industrial Products
505299,KPT INDUSTRIES LIMITED,KPT,INE731D01024,Industrial Products
505302,"Lakshmi Automatic Loom Works Ltd.,",LXMIATO,INE718M01022,Industrial Products
505324,Manugraph India Ltd,MANUGRAPH,INE867A01022,Industrial Products
505336,Mirch Technologies (India) Ltd,MIRCH,INE098E01018,Industrial Products
505355,Nesco Ltd,NESCO,INE317F01035,Diversified Commercial Services
505358,Integra Engineering India Ltd.,INTEGRAEN,INE984B01023,Industrial Products
505368,Revathi Equipment Ltd.,REVATHI,INE617A01013,Industrial Products
505400,Texmaco Infrastructure & Holdings Ltd,TEXINFRA,INE435C01024,Residential- Commercial Projects
505412,"Wendt (India) Ltd.,",WENDT,INE274C01019,Abrasives & Bearings
505504,Sindu Valley Technologies Ltd.,SINDUVA,INE809Q01012,Computers - Software & Consulting
505509,Responsive Industries Ltd,RESPONIND,INE688D01026,Furniture- Home Furnishing
505515,"Shyamkamal Investments Ltd.,",SHYMINV,INE203N01015,Other Financial Services
505523,Maharashtra Corporation Ltd.,MAHACORP,INE272E01027,Trading & Distributors
505526,DOLAT ALGOTECH LIMITED,DOLATALGO,INE966A01022,Stockbroking & Allied
505533,WESTLIFE FOODWORLD LIMITED,WESTLIFE,INE274F01020,Restaurants
505537,Zee Entertainment Enterprises Ltd.,ZEEL,INE256A01028,TV Broadcasting & Software Production
505585,"Kovalam Inv. & Trading Co.Ltd.,",ZKOVALIN,INE735U01011,Diversified Commercial Services
505590,SVP GLOBAL TEXTILES LIMITED,SVPGLOB,INE308E01029,Other Textile Products
505594,"Multiplus Holdings Ltd.,",MULTIIN,INE886E01016,Diversified Commercial Services
505650,Skyline Millars Ltd,SKYLMILAR,INE178E01026,Residential- Commercial Projects
505681,Bimetal Bearings Ltd,BIMETAL,INE469A01019,Auto Components & Equipments
505685,"Taparia Tools Ltd.,",TAPARIA,INE614R01014,Iron & Steel Products
505688,"Bharat Gears Ltd.,",BHARATGEAR,INE561C01019,Auto Components & Equipments
505690,Brady & Morris Engineering Co. Ltd.,BRADYM,INE856A01017,Construction Vehicles
505693,La Tim Metal & Industries Limited,LATIMMETAL,INE501N01020,Trading - Metals
505700,"Elecon Engineering Co.Ltd.,",ELECON,INE205B01023,Industrial Products
505703,"Deccan Bearings Ltd.,",DECANBRG,INE498D01012,Industrial Products
505710,"Grauer & Weil (India) Ltd.,",GRAUWEIL,INE266D01021,Commodity Chemicals
505712,HIM TEKNOFORGE LIMITED,HIMTEK,INE705G01021,Auto Components & Equipments
505714,Gabriel India Ltd.,GABRIEL,INE524A01029,Auto Components & Equipments
505720,"Hercules Hoists Ltd.,",HERCULES,INE688E01024,Industrial Products
505725,ALGOQUANT FINTECH LIMITED,AQFINTECH,INE598D01027,Other Financial Services
505726,IFB Industries Limited,IFBIND,INE559A01017,Household Appliances
505729,Singer India Limited,SINGER,INE638A01035,Household Appliances
505737,International Combustion (India) Lt,INTLCOMBQ,INE403C01014,Industrial Products
505744,Federal-Mogul Goetze (India) Ltd,FMGOETZE,INE529A01010,Auto Components & Equipments
505750,"Josts Engineering Co. Ltd.,",JOSTS,INE636D01025,Industrial Products
505790,Schaeffler India Limited,SCHAEFFLER,INE513A01022,Auto Components & Equipments
505800,Rane Holdings Ltd.,RANEHOLDIN,INE384A01010,Auto Components & Equipments
505807,"Rolcon Engineering Co. Ltd.,",ROLCOEN,INE775R01013,Other Industrial Products
505827,SNL Bearings Ltd.,SNL,INE568F01017,Abrasives & Bearings
505840,Jaipan Industries Ltd,JAIPAN,INE058D01030,Household Appliances
505850,Mangal Credit and Fincorp Limited,MANCREDIT,INE545L01039,Non Banking Financial Company (NBFC)
505854,TRF Ltd,TRF,INE391D01019,Industrial Products
505872,WPIL Ltd,WPIL,INE765D01014,Industrial Products
505890,Kennametal India Limtied,KENNAMET,INE717A01029,Industrial Products
505893,HINDUSTAN HARDY LIMITED,HINDHARD,INE724D01011,Auto Components & Equipments
505978,"Triton Valves Ltd.,",TRITONV,INE440G01017,Auto Components & Equipments
506003,Sudal Industries Limited,SUDAI,INE618D01015,Aluminium
506022,"Prakash Industries Ltd.,",PRAKASH,INE603A01013,Iron & Steel
506024,HARIYANA VENTURES LIMITED,HVL,INE219D01012,Iron & Steel Products
506042,"Prabhu Steel Industries Ltd.,",ZPRBHSTE,INE821R01015,Iron & Steel Products
506074,Arshiya Limited,ARSHIYA,INE968D01022,Logistics Solution Provider
506076,Grindwell Norton Ltd.,GRINDWELL,INE536A01023,Abrasives & Bearings
506079,"Lakshmi Precision Screws Ltd.,",LAKPRE,INE651C01018,Auto Components & Equipments
506105,Stanrose Mafatlal Investments & Fin,STANROS,INE441L01015,Investment Company
506109,Genesys International Corporation Ltd.,GENESYS,INE727B01026,IT Enabled Services
506120,"Alna Trading & Exports Ltd.,",ALNATRD,INE07I701011,Trading & Distributors
506122,Pankaj Piyush Trade & Inv. Ltd,PANKAJPIYUS,INE820M01018,Auto Components & Equipments
506128,Parnax Lab Limited,PARNAXLAB,INE383L01019,Pharmaceuticals
506146,Visagar Polytex Ltd,VIVIDHA,INE370E01029,Other Textile Products
506161,Ishwarshakti Holdings & Traders Ltd,ISHWATR,INE073I01012,Non Banking Financial Company (NBFC)
506162,Terraform Magnum Limited,TERRAFORM,INE122V01010,Other Financial Services
506166,Apis India Ltd,APIS,INE070K01014,Other Food Products
506178,VELOX INDUSTRIES LIMITED,VELOXIND,INE092P01017,Trading & Distributors
506180,EMERGENT INDUSTRIAL SOLUTIONS LIMITED,EMERGENT,INE668L01013,Trading - Metals
506184,Kanani Industries Ltd,KANANIIND,INE879E01037,Gems- Jewellery And Watches
506186,GALAXY CLOUD KITCHENS LIMITED,GCKL,INE403B01016,Packaged Foods
506190,"Sarvamangal Mercantile Co. Ltd.,",ZSARVAMA,INE978L01016,Diversified Commercial Services
506194,Arihant Superstructures Limited,ASL,INE643K01018,Residential- Commercial Projects
506196,Viksit Engineering Ltd,VIKSHEN,INE965V01012,Trading & Distributors
506197,Bliss GVS Pharma Limited,BLISSGVS,INE416D01022,Pharmaceuticals
506222,INEOS Styrolution India Limited,INEOSSTYRO,INE189B01011,Specialty Chemicals
506235,Alembic  Ltd,ALEMBICLTD,INE426A01027,Residential- Commercial Projects
506248,Amines & Plasticizers Ltd,AMNPLST,INE275D01022,Commodity Chemicals
506260,"Anuh Pharma Ltd.,",ANUHPHR,INE489G01022,Pharmaceuticals
506261,MODISON LIMITED,MODISONLTD,INE737D01021,Other Electrical Equipment
506285,Bayer CropScience Limited.,BAYERCROP,INE462A01022,Pesticides & Agrochemicals
506313,Sashwat Technocrats Limited,SASHWAT,INE789D01014,Other Construction Materials
506365,"Chemo Pharma Laboratories Ltd.,",CHEMOPH,INE320M01019,Pharmaceuticals
506390,Clariant Chemicals (India) Limited,CLNINDIA,INE492A01029,Dyes And Pigments
506395,Coromandel International Limited,COROMANDEL,INE169A01031,Fertilizers
506401,Deepak Nitrite Limited,DEEPAKNI,INE288B01029,Specialty Chemicals
506405,DMCC SPECIALITY CHEMICALS LIMITED,DMCC,INE505A01010,Specialty Chemicals
506414,FERMENTA BIOTECH LIMITED,FERMENTA,INE225B01021,Pharmaceuticals
506480,GOCL Corporation Limited,GOCLCORP,INE077F01035,Explosives
506520,"Jayshree Chemicals Ltd.,",JAYCH,INE693E01016,Commodity Chemicals
506522,"J.L. Morison (India) Ltd.,",JLMORI,INE430D01015,Personal Care
506525,Kanoria Chemicals & Industries Ltd.,KANORICHEM,INE138C01024,Commodity Chemicals
506528,Keltech Energies Ltd.,KELENRG,INE881E01017,Explosives
506530,Kemp & Company Limited,KEMP,INE060E01018,Diversified Commercial Services
506532,Nitta Gelatin India Ltd,NITTAGELA,INE265B01019,Specialty Chemicals
506543,"M.P. Agro Industries Ltd.,",MPAGI,INE468C01017,Fertilizers
506579,"Oriental Carbon & Chemicals Ltd.,",ORIENTCQ,INE321D01016,Commodity Chemicals
506590,PCBL LIMITED,PCBL,INE602A01031,Carbon Black
506597,Amal Ltd,AMAL,INE841D01013,Specialty Chemicals
506605,Polychem Ltd,POLYCHEM,INE752B01024,Commodity Chemicals
506618,Punjab Chemicals and Crop Protection Ltd.,PUNJABCHEM,INE277B01014,Pesticides & Agrochemicals
506640,"Gujchem Distillers India Ltd.,",GUJCMDS,INE218N01021,Commodity Chemicals
506642,"Sadhana Nitrochem Ltd.,",SADHNANIQ,INE888C01040,Commodity Chemicals
506655,"Sudarshan Chemical Indus. Ltd.,",SUDARSCHEM,INE659A01023,Dyes And Pigments
506685,"Ultramarine & Pigments Ltd.,",ULTRAMAR,INE405A01021,Dyes And Pigments
506687,"Transpek Industry Ltd.,",TRANSPEK,INE687A01016,Commodity Chemicals
506690,"Unichem Laboratories Ltd.,",UNICHEMLAB,INE351A01035,Pharmaceuticals
506734,"Mysore Petro Chemicals Ltd.,",MYSORPETRO,INE741A01011,Trading - Chemicals
506767,"Alkyl Amines Chemicals Ltd.,",ALKYLAMINE,INE150B01039,Specialty Chemicals
506808,TUTICORIN ALKALI CHEMICALS AND FERTILIZERS LIMITED,TUTIALKA,INE400A01014,Commodity Chemicals
506820,AstraZeneca Pharma India Ltd.,ASTRAZEN,INE203A01020,Pharmaceuticals
506852,"Punjab Alkalies & Chemicals Ltd.,",PACL,INE607A01022,Commodity Chemicals
506854,"TANFAC Industries Ltd.,",TANFACIND,INE639B01015,Commodity Chemicals
506858,Gujarat Petrosynthese Ltd.,GUJPETR,INE636P01011,Petrochemicals
506867,"Master Chemicals Ltd.,",MASCH,INE523D01017,Other Textile Products
506879,Gujarat Themis Biosyn Ltd.,GUJTHEM,INE942C01029,Pharmaceuticals
506906,Saptak Chem And Business Limited,SCBL,INE467X01015,Trading & Distributors
506910,"Jaysynth Dyestuff (India) Ltd.,",JAYSYN,INE703C01025,Specialty Chemicals
506919,Makers Laboratories Ltd.,MAKERSL,INE987A01010,Pharmaceuticals
506935,"Continental Chemicals Ltd.,",CONTCHM,INE423K01015,Software Products
506943,J.B. Chemicals & Pharmaceuticals Lt,JBCHEPHARM,INE572A01028,Pharmaceuticals
506945,"Indo Gulf Industries  Ltd.,",IGLFXPL-B,INE684U01011,Specialty Chemicals
506947,"Advance Petrochemicals Ltd.,",ADVPETR-B,INE334N01018,Commodity Chemicals
506975,"Rajasthan Petro Synthetics Ltd.,",RAJSPTR,INE374C01017,Other Textile Products
506979,Apt Packaging Ltd,APTPACK,INE046E01025,Fertilizers
506981,"Blue Chip Tex Industries Ltd.,",BLUECHIPT,INE472D01017,Other Textile Products
507155,"Jagatjit Industries Ltd.,",JAGAJITIND,INE574A01016,Breweries & Distilleries
507180,"Kesar Enterprises Ltd.,",KESARENT,INE133B01019,Sugar
507205,Tilaknagar Industries Ltd,TI,INE133E01013,Breweries & Distilleries
507265,Emerald Leisures Limited,EMERALL,INE044N01021,Hotels & Resorts
507300,"Ravalgaon Sugar Farm Ltd.,",RAVALSUGAR,INE615A01017,Sugar
507315,Sakthi Sugars Ltd.,SAKHTISUG,INE623A01011,Sugar
507410,Walchandnagar Industries Ltd,WALCHANNAG,INE711A01022,Industrial Products
507435,"Khoday India Ltd.,",KHODAY,INE687B01014,Breweries & Distilleries
507438,IFB Agro Industries Ltd,IFBAGRO,INE076C01018,Breweries & Distilleries
507442,Dharani Sugars & Chemicals Ltd,DHARSUGAR,INE988C01014,Sugar
507474,Kothari Fermanatation & Biochem Ltd,KFBL,INE991B01010,Other Food Products
507486,Caprolactam Chemicals ltd.,CAPRO,INE470N01010,Commodity Chemicals
507488,G.M. Breweries Ltd.,GMBREW,INE075D01018,Breweries & Distilleries
507490,Rana Sugars Ltd.,RANASUG,INE625B01014,Sugar
507498,Piccadily Sugar  & Allied Ltd.,PICCASUG,INE544C01023,Sugar
507508,Riga Sugar Company Ltd.,RIGASUG,INE909C01010,Sugar
507514,Som Distilleries & Breweries Ltd.,SDBL,INE480C01020,Breweries & Distilleries
507515,"C.J. Gelatine Products Ltd.,",CJGEL,INE557D01015,Specialty Chemicals
507526,Associated Alcohols & Breweries Ltd,ASALCBR,INE073G01016,Breweries & Distilleries
507543,Coromandel Agro Products & Oils Ltd,CORAGRO,INE495D01018,Edible Oil
507552,Foods & Inns Ltd.,FOODSIN,INE976E01023,Packaged Foods
507580,"IVP Ltd.,",IVP,INE043C01018,Commodity Chemicals
507598,KOVILPATTI LAKSHMI ROLLER FLOUR MILLS  LTD,KLRFM,INE014E01015,Other Food Products
507609,"Olympic Oil Industries Ltd.,",OLYOI,INE286E01019,Other Agricultural Products
507621,"Milkfood Ltd.,",MLKFOOD,INE588G01013,Dairy Products
507645,"Polson Ltd.,",POLSON,INE339F01021,Specialty Chemicals
507663,"Sagar Soya Products Ltd.,",SAGRSOY-B,INE131O01024,Edible Oil
507685,"Wipro  Ltd.,",WIPRO,INE075A01022,Computers - Software & Consulting
507690,"Orient Beverages Ltd.,",ORIBEVER,INE247F01018,Other Beverages
507717,Dhanuka Agritech Ltd.,DHANUKA,INE435G01025,Pesticides & Agrochemicals
507747,"TTK Healthcare Ltd.,",TTKHEALTH,INE910C01018,Diversified
507753,TGV SRAAC LIMITED,TGVSL,INE284B01028,Commodity Chemicals
507759,Lime Chemicals Ltd.,LIMECHM,INE891G01011,Commodity Chemicals
